Group Name,ueid,DE id,Data Type,Length,DE Description,Study
infants.sas7bdat,NCT00000590-pactg_dd.csv_GAGEDELV,GAGEDELV,Num,3,gestational age at delivery (weeks),NCT00000590-pactg_dd.csv
infants.sas7bdat,NCT00000590-pactg_dd.csv_WEIGHTG,WEIGHTG,Num,8,birth weight (grams),NCT00000590-pactg_dd.csv
infants.sas7bdat,NCT00000590-pactg_dd.csv_MINUTES,MINUTES,Num,4,minutes from memb. rupture to deliv.,NCT00000590-pactg_dd.csv
infants.sas7bdat,NCT00000590-pactg_dd.csv_delivdays,delivdays,Num,8,"delivery, days since randomization",NCT00000590-pactg_dd.csv
infants.sas7bdat,NCT00000590-pactg_dd.csv_diedosdays,diedosdays,Num,8,days since randomization that infant died (if on study),NCT00000590-pactg_dd.csv
infants.sas7bdat,NCT00000590-pactg_dd.csv_memrupdays,memrupdays,Num,8,days since randomization that membranes ruptured,NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_rand_id,rand_id,Char,8,randomized subject ID,NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKITB,CHRKITB,Char,1,"RNA kit result BQL flag, baseline",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPM0,IUPM0,Num,8,"IUPM, visit 0",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPM1,IUPM1,Num,8,"IUPM, visit 1",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPM3,IUPM3,Num,8,"IUPM, visit 3",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPM10,IUPM10,Num,8,"IUPM, visit 10",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPM13,IUPM13,Num,8,"IUPM, visit 13",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_IUPMB,IUPMB,Num,8,"IUPM, baseline",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRST0,KITRST0,Num,6,"RNA kit result, visit 0",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRST1,KITRST1,Num,6,"RNA kit result, visit 1",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRST3,KITRST3,Num,6,"RNA kit result, visit 3",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRST10,KITRST10,Num,6,"RNA kit result, visit 10",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRST13,KITRST13,Num,6,"RNA kit result, visit 13",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_KITRSTB,KITRSTB,Num,6,"RNA kit result, baseline",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_P24AB0,P24AB0,Num,8,"p24 Antibody, visit 0",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_P24AB1,P24AB1,Num,8,"p24 Antibody, visit 1",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_P24AB3,P24AB3,Num,8,"p24 Antibody, visit 3",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_P24AB10,P24AB10,Num,8,"p24 Antibody, visit 10",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_P24ABB,P24ABB,Num,8,"p24 Antibody, baseline",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPM0,LGIUPM0,Num,8,"IUPM, visit 0 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPM1,LGIUPM1,Num,8,"IUPM, visit 1 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPM3,LGIUPM3,Num,8,"IUPM, visit 3 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPM10,LGIUPM10,Num,8,"IUPM, visit 10 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPM13,LGIUPM13,Num,8,"IUPM, visit 13 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGIUPMB,LGIUPMB,Num,8,"IUPM, baseline [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKIT0,LGKIT0,Num,8,"RNA kit result, visit 0 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKIT1,LGKIT1,Num,8,"RNA kit result, visit 1 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKIT3,LGKIT3,Num,8,"RNA kit result, visit 3 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKIT10,LGKIT10,Num,8,"RNA kit result, visit 10 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKIT13,LGKIT13,Num,8,"RNA kit result, visit 13 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGKITB,LGKITB,Num,8,"RNA kit result, baseline [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGAB0,LGAB0,Num,8,"p24 Antibody, visit 0 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGAB1,LGAB1,Num,8,"p24 Antibody, visit 1 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGAB3,LGAB3,Num,8,"p24 Antibody, visit 3 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGAB10,LGAB10,Num,8,"p24 Antibody, visit 10 [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_LGABB,LGABB,Num,8,"p24 Antibody, baseline [log 10]",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABS0,CD4ABS0,Num,4,"CD4 absolute count, visit 0",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABS1,CD4ABS1,Num,4,"CD4 absolute count, visit 1",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABS3,CD4ABS3,Num,4,"CD4 absolute count, visit 3",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABS13,CD4ABS13,Num,4,"CD4 absolute count, visit 13",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABS10,CD4ABS10,Num,4,"CD4 absolute count, visit 10",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKIT0,CHRKIT0,Char,1,"RNA kit result BQL flag, visit 0",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKIT1,CHRKIT1,Char,1,"RNA kit result BQL flag, visit 1",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKIT3,CHRKIT3,Char,1,"RNA kit result BQL flag, visit 3",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKIT10,CHRKIT10,Char,1,"RNA kit result BQL flag, visit 10",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CHRKIT13,CHRKIT13,Char,1,"RNA kit result BQL flag, visit 13",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABSB,CD4ABSB,Num,4,"CD4 absolute count, baseline",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdays0,iupmdays0,Num,8,"IUPM, visit 0, days since randomization",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdays1,iupmdays1,Num,8,"IUPM, visit 1, days since randomization",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdays3,iupmdays3,Num,8,"IUPM, visit 3, days since randomization",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdays10,iupmdays10,Num,8,"IUPM, visit 10, days since randomization",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdays13,iupmdays13,Num,8,"IUPM, visit 13, days since randomization",NCT00000590-pactg_dd.csv
markers.sas7bdat,NCT00000590-pactg_dd.csv_iupmdaysb,iupmdaysb,Num,8,"IUPM, baseline, days since randomization",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_rand_id,rand_id,Char,8,randomized subject ID,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CIG_0,CIG_0,Num,3,"cigarette use, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CIG_10,CIG_10,Num,3,"cigarette use, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALC_0,ALC_0,Num,3,"alcohol use, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALC_10,ALC_10,Num,3,"alcohol use, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DRUGS_0,DRUGS_0,Num,3,"drug use, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DRUGS_10,DRUGS_10,Num,3,"drug use, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALCFR_0,ALCFR_0,Num,3,"more than 1 drink per month, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALCFR_10,ALCFR_10,Num,3,"more than 1 drink per month, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_RACE,RACE,Num,3,Race,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_MULTGEST,MULTGEST,Num,3,Multiple Gestation,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ANYPREM,ANYPREM,Num,3,Hx of premature births (20-35 weeks),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ANYMISC,ANYMISC,Num,3,Hx of abortions/miscarriages (<20 wks),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ANYDEATH,ANYDEATH,Num,3,Hx of neonatal deaths (<= 28 days),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALCFRALL,ALCFRALL,Num,3,alcohol during preg. (>1 drink/month),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CIG_ALL,CIG_ALL,Num,3,cigarette use during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ALC_ALL,ALC_ALL,Num,3,alcohol use during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DRUGSALL,DRUGSALL,Num,3,drug use during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CGANOM13,CGANOM13,Num,3,congenital anomaly (from Form 13),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CGANOM40,CGANOM40,Num,3,congenital anomaly (from Form 40),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_HYPER,HYPER,Num,3,Hypertension,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_THYPER,THYPER,Num,3,Transient Hypertension,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PECLAMP,PECLAMP,Num,3,Pre-Eclampsia,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ECLAMP,ECLAMP,Num,3,Eclampsia,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PIH,PIH,Num,3,Pregnancy Induced Hypertension,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DIABGEST,DIABGEST,Num,3,Gestational Diabetes,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DIABETES,DIABETES,Num,3,Diabetes (pre-gestational),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_UTI,UTI,Num,3,UTI,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_NEWHYPER,NEWHYPER,Num,3,hypertension,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CD4ABCAT,CD4ABCAT,Num,3,Lowest CD4 count during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CD4PCCAT,CD4PCCAT,Num,3,Lowest CD4 percent during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INITZDV,INITZDV,Num,3,ZDV initiation (from enrollment quest.),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INFDIED,INFDIED,Num,3,infant died on study,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DIEDONST,DIEDONST,Num,3,mother died on study,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_TXARM,TXARM,Num,3,Treatment Arm,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_TRANSMIS,TRANSMIS,Num,3,HIV TRANSMITTED FROM MOTHER TO INFANT,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_HARDDRUG,HARDDRUG,Num,3,hard drug use during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PRERUP24,PRERUP24,Num,3,Duration of membrane rupture (Form 11),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_LOSTFLWP,LOSTFLWP,Num,3,patient off study before giving birth,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_NEWDELIV,NEWDELIV,Num,3,delivery type,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_NEWDELV3,NEWDELV3,Num,3,delivery type,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INJECT_0,INJECT_0,Num,3,"injection drug use, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INJECT10,INJECT10,Num,3,"injection drug use, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INJECT,INJECT,Num,3,injection drug use during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_HDRUG_0,HDRUG_0,Num,3,"hard drug use, visit 0",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_HDRUG_10,HDRUG_10,Num,3,"hard drug use, visit 10",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_UTIMETH,UTIMETH,Num,3,UTI diagnosis method,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_LOWCD4AB,LOWCD4AB,Num,4,Lowest CD4 count during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_LOWCD4PC,LOWCD4PC,Num,3,Lowest CD4 percent during pregnancy,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_GAGERAND,GAGERAND,Num,3,GEST. AGE (WKS) AT RAND BY SONOGRAM,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CD4COUNT,CD4COUNT,Num,4,PRE-ENTRY CD4 COUNT,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_NUMFETUS,NUMFETUS,Num,3,"IF MULTIPLE BIRTHS, HOW MANY FETUSES",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ANTINIT,ANTINIT,Num,3,WHEN WAS ANTIRETROVIRAL INITIATED?,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_GRAVIDA,GRAVIDA,Num,3,"Number of pregnancies, including current",NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_BWGTCAT,BWGTCAT,Num,3,birth weight category,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_GAGECAT,GAGECAT,Num,3,Gestational age category,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_AGE32CAT,AGE32CAT,Num,3,Gestational age category (32 wks),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_LIVEBRTH,LIVEBRTH,Num,3,Live birth (both infants if twins),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_DELIVTYP,DELIVTYP,Num,3,TYPE OF DELIVERY,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ABRUPT11,ABRUPT11,Num,3,abruptio placentae (from Form 11),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_BRINFSK,BRINFSK,Num,3,break in infant skin during labor,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_WEIGHTG,WEIGHTG,Num,8,birth weight (grams),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_GAGEDELV,GAGEDELV,Num,3,Gestational age at delivery (weeks),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_MINUTES,MINUTES,Num,4,minutes from memb. rupture to deliv.,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_NUMINFS,NUMINFS,Num,3,number of HIVIG/IVIG infusions,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PERCCO08,PERCCO08,Num,3,percutaneous umbilical cord sampling-F08,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CVSAMP08,CVSAMP08,Num,3,chorionic villus sampling (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_AMNIO08,AMNIO08,Num,3,amniocentesis (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CERCPL08,CERCPL08,Num,3,cerclage placement (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_CERCRE08,CERCRE08,Num,3,cerclage removal (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PELVSU08,PELVSU08,Num,3,pelvic surgery (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PLACPR08,PLACPR08,Num,3,placenta previa (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_ABRUPT08,ABRUPT08,Num,3,abruptio placentae (from Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_TOCTHE08,TOCTHE08,Num,3,preterm labor requiring tocolytic ther.,NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_EXTEVE08,EXTEVE08,Num,3,external version (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_INTEVE08,INTEVE08,Num,3,internal version (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_UNEXBL08,UNEXBL08,Num,3,unexplained vaginal bleeding (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_UTERTR08,UTERTR08,Num,3,uterine/abdominal trauma (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PRERUP08,PRERUP08,Num,3,premature rupture of membranes (Form 08),NCT00000590-pactg_dd.csv
mothers.sas7bdat,NCT00000590-pactg_dd.csv_PROCOT08,PROCOT08,Num,3,other complications (Form 08),NCT00000590-pactg_dd.csv
